user,song,title,play_count,release,artist_name,year,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
59857b29938c5269d8eb492c2e23dcb466e4a708,SOLQRCE12A6D4F8381,Musique,1,Musique Vol 1,Daft Punk,1996,"electro, filter house, rock",0.821,0.885,11.0,-6.996,1.0,0.0811,0.00164,0.848,0.0851,0.832,117.206,audio_features,5N3FZ8eZ2mWwSWaJRAGHfS,spotify:track:5N3FZ8eZ2mWwSWaJRAGHfS,https://api.spotify.com/v1/tracks/5N3FZ8eZ2mWwSWaJRAGHfS,https://api.spotify.com/v1/audio-analysis/5N3FZ8eZ2mWwSWaJRAGHfS,413600.0,4.0
04b665276858f236cf41acd04f1f48221c3eeec0,SOOCIKA12A58A7A1DE,Girl Named Tennessee (Album Version),2,The Outsiders,NEEDTOBREATHE,2009,,,,,,,,,,,,,,,,,,,
48beb44df2ebfab43d623b8959c8571910106b1c,SOGFFET12A58A7ECA9,Molly's Chambers,1,Holy Roller Novocaine EP,Kings Of Leon,2003,,,,,,,,,,,,,,,,,,,
c1a2dff62080ef3f9f04db61875d777616c7242c,SOCAYMN12A8C1330E7,Bandera De Manos (Remix),1,La Vida Es Un Ratico,Juanes,0,,,,,,,,,,,,,,,,,,,
54984745d4d058281eb006aac00f9d22e313619a,SOASZHJ12B0B80A18B,Cheers Darlin',3,O,Damien Rice,2003,"irish rock, irish singer-songwriter, neo mellow, singer-songwriter",0.549,0.112,9.0,-17.846,0.0,0.0482,0.697,0.000507,0.165,0.103,113.552,audio_features,6sxBLLKfLjVaTg5KE4Cy75,spotify:track:6sxBLLKfLjVaTg5KE4Cy75,https://api.spotify.com/v1/tracks/6sxBLLKfLjVaTg5KE4Cy75,https://api.spotify.com/v1/audio-analysis/6sxBLLKfLjVaTg5KE4Cy75,350227.0,3.0
79ce60aeb395160100be89c3c60c8d824172ed59,SOZUVYE12AB017CA2D,A Whiter Shade Of Pale,1,The Boat That Rocked,Procol Harum,1967,"album rock, art rock, blues rock, british invasion, classic rock, country rock, folk rock, mellow gold, progressive rock, psychedelic rock, singer-songwriter, symphonic rock",0.249,0.66,0.0,-6.904,1.0,0.0343,0.514,0.00271,0.0891,0.427,149.822,audio_features,7DsQgIwg23u9gooCxkRTu3,spotify:track:7DsQgIwg23u9gooCxkRTu3,https://api.spotify.com/v1/tracks/7DsQgIwg23u9gooCxkRTu3,https://api.spotify.com/v1/audio-analysis/7DsQgIwg23u9gooCxkRTu3,248947.0,4.0
f886d8660e4b9a94f36ee67e21c514167b63d65d,SOIMTSN12A8C132E47,You're The Bossa,1,The Nada,Kevin Johansen,2000,,,,,,,,,,,,,,,,,,,
d24f18681377909d95f684b1bc67478e8d595856,SOOABBO12A6701DFDA,Flake,2,Brushfire Fairytales,Jack Johnson,2000,neo mellow,0.757,0.652,5.0,-10.98,1.0,0.04,0.669,0.0246,0.2,0.962,97.651,audio_features,54S3uCvfZauNw8lVCHZYYo,spotify:track:54S3uCvfZauNw8lVCHZYYo,https://api.spotify.com/v1/tracks/54S3uCvfZauNw8lVCHZYYo,https://api.spotify.com/v1/audio-analysis/54S3uCvfZauNw8lVCHZYYo,281749.0,4.0
2cabfb05e2ad249d1cefe316e4fcdea7b2def697,SOFDVLH12A8C1372C2,Back Then,1,eBop,Chuck Loeb,0,smooth jazz,0.773,0.272,1.0,-11.619,0.0,0.0306,0.882,0.701,0.103,0.173,98.956,audio_features,1cP3wQjITNZReqZM3xipPs,spotify:track:1cP3wQjITNZReqZM3xipPs,https://api.spotify.com/v1/tracks/1cP3wQjITNZReqZM3xipPs,https://api.spotify.com/v1/audio-analysis/1cP3wQjITNZReqZM3xipPs,394640.0,3.0
2225d8c7878bbf165f39d8b02d9bfa4d83033550,SOJMUZV12A8C142415,The Sadictic Motives Behind Bereavement Letter,2,A Celebration of  Guilt,Arsis,0,,,,,,,,,,,,,,,,,,,
39e8fd986865fc3f96b7cfd23774af032463eb20,SOUSOOB12A8C13371F,House Of Cards,1,In Rainbows,Radiohead,2007,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",0.708,0.499,5.0,-9.644,1.0,0.0297,0.269,0.57,0.101,0.628,111.652,audio_features,48X4D1FYOShPz2VF3YdfCF,spotify:track:48X4D1FYOShPz2VF3YdfCF,https://api.spotify.com/v1/tracks/48X4D1FYOShPz2VF3YdfCF,https://api.spotify.com/v1/audio-analysis/48X4D1FYOShPz2VF3YdfCF,328293.0,4.0
1d91f5db074ac0efbdc92313f18b7e69dfc72405,SORVEKH12A6D4F6CF2,Mony Mony (Downtown Mix),2,Original Hits - Pub Jukebox,Billy Idol,1985,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock",0.742,0.743,10.0,-6.293,0.0,0.0508,0.00935,0.0,0.22,0.485,135.012,audio_features,2LbkpJUH052AvFcNIgjHTO,spotify:track:2LbkpJUH052AvFcNIgjHTO,https://api.spotify.com/v1/tracks/2LbkpJUH052AvFcNIgjHTO,https://api.spotify.com/v1/audio-analysis/2LbkpJUH052AvFcNIgjHTO,301800.0,4.0
dae40ca5185246c561addb9ac4b42aca3c11760b,SODUPJT12AB0189315,Love Conquers Time (Album Version),2,The Earth Is...,Air Supply,1991,,,,,,,,,,,,,,,,,,,
d6084790449e737d8f9a440f8c4f72e0ce1138ea,SOUQQWB12AB01828AB,Dreams-Come-True-Girl,1,Dreams-Come-True-Girl,Cass McCombs feat. Karen Black,2010,,,,,,,,,,,,,,,,,,,
6eafc8878cda8dae09fb4460c747803aaedfa90b,SOJPZYE12AF72A3462,I Wouldn't Hurt A Fly (Album),1,Kinski,Kinski,0,,,,,,,,,,,,,,,,,,,
1f2b22e4a90c3348b6ccb941b7b447cc4f0dca4a,SOKOMRB12A8C137136,Shut The Hell Up_ Bad Parking_ And Cops On Bikes (Walter),6,Arguing With Myself,Jeff Dunham,2006,,,,,,,,,,,,,,,,,,,
6b221009a61e44ce4bcfcbcf740a2fde57dc1035,SODGVGW12AC9075A8D,Somebody To Love,1,My World 2.0,Justin Bieber,2010,"canadian pop, pop",0.714,0.833,5.0,-5.239,1.0,0.0259,0.00249,0.0,0.298,0.663,129.964,audio_features,3rLIv187BhjyweFe89SgLn,spotify:track:3rLIv187BhjyweFe89SgLn,https://api.spotify.com/v1/tracks/3rLIv187BhjyweFe89SgLn,https://api.spotify.com/v1/audio-analysis/3rLIv187BhjyweFe89SgLn,220920.0,4.0
6b221009a61e44ce4bcfcbcf740a2fde57dc1035,SODGVGW12AC9075A8D,Somebody To Love,1,My Worlds,Justin Bieber,2010,"canadian pop, pop",0.714,0.833,5.0,-5.239,1.0,0.0259,0.00249,0.0,0.298,0.663,129.964,audio_features,3rLIv187BhjyweFe89SgLn,spotify:track:3rLIv187BhjyweFe89SgLn,https://api.spotify.com/v1/tracks/3rLIv187BhjyweFe89SgLn,https://api.spotify.com/v1/audio-analysis/3rLIv187BhjyweFe89SgLn,220920.0,4.0
3a5c29cb114a9fed919893387eba4e8329fdc226,SODGYCB12AB0185292,I Love It,1,I Love It,Sneaky Sound System,2006,"australian dance, australian house, funktronica",0.688,0.709,4.0,-3.902,0.0,0.0375,0.00326,2.08e-05,0.0582,0.774,124.988,audio_features,59SHL9A7Tw7yYLWf2MSKRt,spotify:track:59SHL9A7Tw7yYLWf2MSKRt,https://api.spotify.com/v1/tracks/59SHL9A7Tw7yYLWf2MSKRt,https://api.spotify.com/v1/audio-analysis/59SHL9A7Tw7yYLWf2MSKRt,226987.0,4.0
4c9f896bbc94ba82f40fdd146b5aacb91742cc7c,SOSXLTC12AF72A7F54,Revelry,15,Only By The Night,Kings Of Leon,2008,"modern rock, rock",0.437,0.748,4.0,-6.593,1.0,0.0689,0.196,0.000328,0.158,0.383,149.834,audio_features,0bTlXQJzw4ddaLQPJ4rGS2,spotify:track:0bTlXQJzw4ddaLQPJ4rGS2,https://api.spotify.com/v1/tracks/0bTlXQJzw4ddaLQPJ4rGS2,https://api.spotify.com/v1/audio-analysis/0bTlXQJzw4ddaLQPJ4rGS2,201733.0,4.0
690c9ae6621b53641560590fea2c9cbbe80ae857,SOQAJHW12AB0186004,Every Lasting Light,7,Brothers,The Black Keys,2010,,,,,,,,,,,,,,,,,,,
b58ad35665d625169bfe75ba3f97dffed518edac,SOCQVRV12A8C130B77,When You Don't Control Your Government People Want To Kill You,1,The Terror State,Anti-Flag,2003,,,,,,,,,,,,,,,,,,,
146db2fe89cd35d25078e363ff26a5116dcbd1c4,SOCVBFV12A6701FB94,Don't Speak,2,The Singles Collection,No Doubt,1995,,,,,,,,,,,,,,,,,,,
2c7a32840162ae0d00bc41d7f04b8ee8ea16c136,SOIYWLQ12AF729E318,Piano & I,2,Songs In A Minor,Alicia Keys,2001,"neo soul, pop, r&b",0.536,0.451,11.0,-10.691,0.0,0.0524,0.651,0.664,0.111,0.17,174.001,audio_features,3QEOzzBVrTxMtgVn2ISNgE,spotify:track:3QEOzzBVrTxMtgVn2ISNgE,https://api.spotify.com/v1/tracks/3QEOzzBVrTxMtgVn2ISNgE,https://api.spotify.com/v1/audio-analysis/3QEOzzBVrTxMtgVn2ISNgE,111427.0,3.0
a7f1598eab8ba03eec83cf5ec13372ea75b68cec,SOOYSIY12AB0181E4D,Born to raise hell,1,Everything louder than everyone else,Motörhead,1993,"alternative metal, hard rock, metal, rock, speed metal",0.416,0.957,1.0,-3.964,1.0,0.0793,0.00353,0.000328,0.0687,0.762,137.874,audio_features,7Ei4LhQ8BeTfjsPY7FINZS,spotify:track:7Ei4LhQ8BeTfjsPY7FINZS,https://api.spotify.com/v1/tracks/7Ei4LhQ8BeTfjsPY7FINZS,https://api.spotify.com/v1/audio-analysis/7Ei4LhQ8BeTfjsPY7FINZS,299787.0,4.0
5058bda444ee86b9d36f8aeb9776a570aaa6f12a,SOUNAAM12AF72A884D,Forever,1,The Dream,In This Moment,2008,"alternative metal, nu metal, post-grunge",0.314,0.989,8.0,-1.608,0.0,0.186,0.00124,2.64e-06,0.152,0.258,182.035,audio_features,4zFrS3QgzPgKJefjL1MkdH,spotify:track:4zFrS3QgzPgKJefjL1MkdH,https://api.spotify.com/v1/tracks/4zFrS3QgzPgKJefjL1MkdH,https://api.spotify.com/v1/audio-analysis/4zFrS3QgzPgKJefjL1MkdH,261733.0,4.0
