user,song,title,play_count,release,artist_name,year,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
44239a9f3bb14a7f57c1486c538d08a8e76c0eda,SOFYOGB12AB018509E,Dubzilla,3,Bright Side of Life,Rebelution,2009,reggae rock,0.725,0.496,0.0,-8.032,1.0,0.0373,0.00997,0.809,0.0776,0.336,142.071,audio_features,7yzUeByIzlp14tMIHwR1yV,spotify:track:7yzUeByIzlp14tMIHwR1yV,https://api.spotify.com/v1/tracks/7yzUeByIzlp14tMIHwR1yV,https://api.spotify.com/v1/audio-analysis/7yzUeByIzlp14tMIHwR1yV,135347.0,4.0
4967637ce92a0ba8c6753bade082d83161f8d3b0,SOUHJHQ12A8AE4515B,Get Get Down (Original Mix),3,Get Get Down,Paul Johnson,0,"chicago house, classic house, disco house",0.906,0.918,5.0,-8.041,0.0,0.0839,0.000146,0.845,0.116,0.51,126.953,audio_features,499H3An7EsRyqUcOGTxzku,spotify:track:499H3An7EsRyqUcOGTxzku,https://api.spotify.com/v1/tracks/499H3An7EsRyqUcOGTxzku,https://api.spotify.com/v1/audio-analysis/499H3An7EsRyqUcOGTxzku,552000.0,4.0
e38504efa37066f21c1049495c5fb8bca6fe1f05,SOWVBDQ12A8C13503D,Volveré,3,A Tiempo,Gian Marco,0,peruvian rock,0.807,0.687,9.0,-9.911,0.0,0.072,0.298,0.0,0.341,0.886,113.976,audio_features,1WISNLPLXx0bblOafM3tEK,spotify:track:1WISNLPLXx0bblOafM3tEK,https://api.spotify.com/v1/tracks/1WISNLPLXx0bblOafM3tEK,https://api.spotify.com/v1/audio-analysis/1WISNLPLXx0bblOafM3tEK,246240.0,4.0
2fb16eb3e6f5c28cf8ad6439c91d027f0514d8d5,SOHAOXH12A58A792D2,Hillbilly Deluxe,8,#1s ... and then some,Brooks & Dunn,2005,"contemporary country, country, country road",0.568,0.829,7.0,-4.713,1.0,0.0461,0.312,2.57e-06,0.514,0.551,155.041,audio_features,1BMhbPsW66IXqksKC8jrCf,spotify:track:1BMhbPsW66IXqksKC8jrCf,https://api.spotify.com/v1/tracks/1BMhbPsW66IXqksKC8jrCf,https://api.spotify.com/v1/audio-analysis/1BMhbPsW66IXqksKC8jrCf,258693.0,4.0
c2ad7a62d65a14fda6a867e56c1544b8215c4545,SOQREWT12A8C134756,Acoustic Planet,1,Acoustic Planet,Craig Chaquico,1994,smooth jazz,0.647,0.711,7.0,-10.191,1.0,0.0275,0.641,0.624,0.0968,0.603,108.12,audio_features,5UalURO4gdOhjeiS2Z5FEF,spotify:track:5UalURO4gdOhjeiS2Z5FEF,https://api.spotify.com/v1/tracks/5UalURO4gdOhjeiS2Z5FEF,https://api.spotify.com/v1/audio-analysis/5UalURO4gdOhjeiS2Z5FEF,458760.0,4.0
9e656c28402cde0112674491ee5edf5689e3f2f9,SOYEZKY12AB018909A,Rain Is A Good Thing,27,Doin' My Thing,Luke Bryan,2009,"contemporary country, country, country road, modern country rock",0.622,0.932,11.0,-4.66,0.0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,audio_features,1YhFtqwcN138S6ng3MT1nN,spotify:track:1YhFtqwcN138S6ng3MT1nN,https://api.spotify.com/v1/tracks/1YhFtqwcN138S6ng3MT1nN,https://api.spotify.com/v1/audio-analysis/1YhFtqwcN138S6ng3MT1nN,176160.0,4.0
a0df29402c5eb6b579d483d674fb796622c9ca66,SOJMRHF12A58A781F3,Last Christmas (Wham! Cover),1,... And A Happy New Year,The Maine,0,,,,,,,,,,,,,,,,,,,
d91b5d91e54578b2fa4a38371c84e1821d582bd7,SOZNAJF12A8C13EDD0,P.D.A. (We Just Don't Care),1,Once Again,John Legend,2006,"neo soul, pop, pop soul, urban contemporary",0.796,0.729,11.0,-6.94,1.0,0.0488,0.082,0.0,0.302,0.578,111.496,audio_features,0ZBtXonwjdAbRo2UrD0Efq,spotify:track:0ZBtXonwjdAbRo2UrD0Efq,https://api.spotify.com/v1/tracks/0ZBtXonwjdAbRo2UrD0Efq,https://api.spotify.com/v1/audio-analysis/0ZBtXonwjdAbRo2UrD0Efq,278760.0,4.0
063c686680b8811b9ceae5f7611b1dafa9c4cc9c,SOXIIIM12A6D4F66C8,All My Friends,2,All My Friends,LCD Soundsystem,2007,"alternative dance, alternative rock, art pop, dance rock, dance-punk, electronic rock, electronica, indie rock, indietronica, neo-synthpop, new rave",0.701,0.788,2.0,-5.611,1.0,0.0425,0.148,0.625,0.0977,0.795,142.584,audio_features,2Ud3deeqLAG988pfW0Kwcl,spotify:track:2Ud3deeqLAG988pfW0Kwcl,https://api.spotify.com/v1/tracks/2Ud3deeqLAG988pfW0Kwcl,https://api.spotify.com/v1/audio-analysis/2Ud3deeqLAG988pfW0Kwcl,462267.0,4.0
75eed6e475becad079c823513bc833cb384f8a2d,SOQVBDS12A8C143867,What Ever Happened,1,Marie Antoinette (Original Motion Picture Soundtrack),The Strokes,2006,"alternative rock, garage rock, modern rock, permanent wave, rock",0.547,0.596,11.0,-6.044,1.0,0.0339,8.02e-05,0.739,0.273,0.584,116.17,audio_features,78Gzxi27GuNHTfkn2BylG4,spotify:track:78Gzxi27GuNHTfkn2BylG4,https://api.spotify.com/v1/tracks/78Gzxi27GuNHTfkn2BylG4,https://api.spotify.com/v1/audio-analysis/78Gzxi27GuNHTfkn2BylG4,169507.0,4.0
75eed6e475becad079c823513bc833cb384f8a2d,SOQVBDS12A8C143867,What Ever Happened?,1,Room On Fire,The Strokes,2003,"alternative rock, garage rock, modern rock, permanent wave, rock",0.547,0.596,11.0,-6.044,1.0,0.0339,8.02e-05,0.739,0.273,0.584,116.17,audio_features,78Gzxi27GuNHTfkn2BylG4,spotify:track:78Gzxi27GuNHTfkn2BylG4,https://api.spotify.com/v1/tracks/78Gzxi27GuNHTfkn2BylG4,https://api.spotify.com/v1/audio-analysis/78Gzxi27GuNHTfkn2BylG4,169507.0,4.0
4b2bf61c3267ef10593e05ea78a0f0673f4c1425,SOGXGKK12AB0184CD6,Kut-Off,1,Skream!,Skream,2006,"classic dubstep, future garage, uk bass",0.835,0.457,5.0,-11.045,1.0,0.211,0.0563,0.161,0.266,0.0572,140.968,audio_features,19HZL8008f6KSkBqJlRA4C,spotify:track:19HZL8008f6KSkBqJlRA4C,https://api.spotify.com/v1/tracks/19HZL8008f6KSkBqJlRA4C,https://api.spotify.com/v1/audio-analysis/19HZL8008f6KSkBqJlRA4C,272733.0,4.0
a973d5489d5f1518ce286f5c6a662da643990fca,SOVNEFL12A58A7AAFD,Fruit De La Passion,5,Les Incontournables Du Zouk,Franky Vincent,1994,,,,,,,,,,,,,,,,,,,
bce2500ca6d673460a9c67ff01ece300b80ebb2d,SOUMBXY12A6BD550C6,Camera Shop,1,Phoney Phone Calls 1959-1972,Jerry Lewis,0,,,,,,,,,,,,,,,,,,,
042eb504fe3ab0323c8dadc9dd5b6a7c5c34165d,SOBRAFR12A6D4F7C4D,Hold Me Down (Album Version),3,Commit This To Memory,Motion City Soundtrack,2005,,,,,,,,,,,,,,,,,,,
ff4d20b07393c4a55b1c42a8cba15b0e182ef543,SONCHCP12A6D4F75D1,Lovin' You (1993 Digital Remaster),1,Capitol Gold: The Best Of Minnie Riperton,Minnie Riperton,1993,,,,,,,,,,,,,,,,,,,
a1e014e9763fcaf65b5ed0d25acff02bfb11503e,SOVXKNM12A6D4F7761,Day For Night,1,Do You Like My Tight Sweater?,Moloko,1995,"electronica, trip hop",0.905,0.666,4.0,-7.016,0.0,0.0677,0.555,0.024,0.353,0.431,108.262,audio_features,1bOg1qEha0lqJoRim6L1bG,spotify:track:1bOg1qEha0lqJoRim6L1bG,https://api.spotify.com/v1/tracks/1bOg1qEha0lqJoRim6L1bG,https://api.spotify.com/v1/audio-analysis/1bOg1qEha0lqJoRim6L1bG,323440.0,4.0
