user,song,title,play_count,release,artist_name,year,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
cc468240f2985f6d9dc44fc294ef16be182dc1e3,SOASWPK12A8C13E138,The Truth,3,The Unquestionable Truth (Part 1),Limp Bizkit,2005,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",0.225,0.996,0.0,-4.275,1.0,0.442,0.000155,0.137,0.117,0.0502,193.028,audio_features,52h4yQrQZD3BkycTqlKsjj,spotify:track:52h4yQrQZD3BkycTqlKsjj,https://api.spotify.com/v1/tracks/52h4yQrQZD3BkycTqlKsjj,https://api.spotify.com/v1/audio-analysis/52h4yQrQZD3BkycTqlKsjj,325520.0,4.0
669412abdade1170316b6f18d9ac46db55183989,SOAQLWB12A8C13BA9D,I'd Hate To Be You When People Find Out What This Song Is About (Album),1,A Lesson In Romantics,Mayday Parade,2007,,,,,,,,,,,,,,,,,,,
b0a5e24913a5e0c01205333221a94f218470150f,SORKZFB12A6D4FCABC,Agaetis Byrjun,1,Agaetis Byrjun,Sigur Ros,2003,"chamber pop, compositional ambient, dream pop, ethereal wave, icelandic rock, indie rock, melancholia, nordic post-rock, post-rock",0.415,0.355,7.0,-11.851,1.0,0.0293,0.769,0.0354,0.0683,0.099,128.752,audio_features,2qOsB3km4n035UsdGTmwN7,spotify:track:2qOsB3km4n035UsdGTmwN7,https://api.spotify.com/v1/tracks/2qOsB3km4n035UsdGTmwN7,https://api.spotify.com/v1/audio-analysis/2qOsB3km4n035UsdGTmwN7,475907.0,4.0
ad4a04c9b6c36a91fbaa218fed19f3021831a414,SONZPPA12AF72A9E13,Gravity,1,Little Voice,Sara Bareilles,2004,"acoustic pop, ectofolk, lilith, neo mellow, pop rock, post-teen pop",0.27,0.275,0.0,-10.357,1.0,0.0356,0.834,0.0,0.146,0.231,168.964,audio_features,4oa14QBfWRDfJy2agySy0L,spotify:track:4oa14QBfWRDfJy2agySy0L,https://api.spotify.com/v1/tracks/4oa14QBfWRDfJy2agySy0L,https://api.spotify.com/v1/audio-analysis/4oa14QBfWRDfJy2agySy0L,232760.0,4.0
38ae66fc297948c24d6a3a8ea43c0f8b14c6e61b,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,1,Discovery,Daft Punk,2007,"electro, filter house, rock",0.817,0.716,6.0,-8.898,0.0,0.144,0.0427,0.00263,0.358,0.692,123.474,audio_features,5W3cjX2J3tjhG8zb6u0qHn,spotify:track:5W3cjX2J3tjhG8zb6u0qHn,https://api.spotify.com/v1/tracks/5W3cjX2J3tjhG8zb6u0qHn,https://api.spotify.com/v1/audio-analysis/5W3cjX2J3tjhG8zb6u0qHn,224693.0,4.0
51889a225f36633b2cd534537c52a9025ffe5bdd,SOLCHKM12AB018BBB7,Entre Pairos y Derivas (en vivo),1,Febrero 13 - Volumen 1,Fernando Delgadillo,0,"cantautor, nueva cancion, trova, trova mexicana",0.531,0.388,4.0,-9.715,1.0,0.0473,0.856,7.69e-06,0.703,0.406,107.973,audio_features,6AfDQeqpNdEoz5QW1dmDYS,spotify:track:6AfDQeqpNdEoz5QW1dmDYS,https://api.spotify.com/v1/tracks/6AfDQeqpNdEoz5QW1dmDYS,https://api.spotify.com/v1/audio-analysis/6AfDQeqpNdEoz5QW1dmDYS,267050.0,4.0
4c9a104de5fed01e66ad8f2f2a8f05faa80dccdc,SOLFXKT12AB017E3E0,Fireflies,6,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009,karaoke,0.6,0.608,3.0,-10.463,1.0,0.0338,0.0156,0.00389,0.103,0.375,89.983,audio_features,6bwprdKeVWI4UkmX8142g8,spotify:track:6bwprdKeVWI4UkmX8142g8,https://api.spotify.com/v1/tracks/6bwprdKeVWI4UkmX8142g8,https://api.spotify.com/v1/audio-analysis/6bwprdKeVWI4UkmX8142g8,225187.0,4.0
1039a815190f950c8c1dbae9348c1f0aa19c81db,SOFHAPC12A8AE48ED9,Gone In The Morning,1,Hand Built By Robots,Newton Faulkner,2007,folk-pop,0.843,0.411,1.0,-7.872,1.0,0.0514,0.0431,0.000921,0.189,0.936,129.976,audio_features,4xRgm2Gh4hJvYMUrBZZ1DU,spotify:track:4xRgm2Gh4hJvYMUrBZZ1DU,https://api.spotify.com/v1/tracks/4xRgm2Gh4hJvYMUrBZZ1DU,https://api.spotify.com/v1/audio-analysis/4xRgm2Gh4hJvYMUrBZZ1DU,140520.0,4.0
371b22420668565410af09ac3f5d711d3f884205,SOHJZBI12A67AE0EC0,I Only Have Eyes For You,2,Catching Tales,Jamie Cullum,0,"contemporary vocal jazz, jazz pop, neo mellow",0.444,0.354,5.0,-11.82,1.0,0.0649,0.188,0.00232,0.0945,0.248,68.09,audio_features,4PM4xE0eRPqCHkOVF2Y2Eb,spotify:track:4PM4xE0eRPqCHkOVF2Y2Eb,https://api.spotify.com/v1/tracks/4PM4xE0eRPqCHkOVF2Y2Eb,https://api.spotify.com/v1/audio-analysis/4PM4xE0eRPqCHkOVF2Y2Eb,238253.0,3.0
40221689792ed8134ff7d4e2a38d2b9867ad25d2,SOYKNUX12A58A7B1C6,Take What You Take,1,Post Grad (Music From The Motion Picture),Lily Allen,2006,"dance pop, electropop",0.634,0.941,8.0,-6.103,1.0,0.0337,0.000297,0.000193,0.114,0.793,99.961,audio_features,7qXmPXtzzmwSknUUF6Gn4Q,spotify:track:7qXmPXtzzmwSknUUF6Gn4Q,https://api.spotify.com/v1/tracks/7qXmPXtzzmwSknUUF6Gn4Q,https://api.spotify.com/v1/audio-analysis/7qXmPXtzzmwSknUUF6Gn4Q,246027.0,4.0
16c668a43b46e39295e75d44ae0c93e3860a0f36,SOZNLBZ12A6D4F639E,She Loves You,2,EMI Comedy,Peter Sellers,2001,,,,,,,,,,,,,,,,,,,
