user,song,title,play_count,release,artist_name,year,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
b493eda768d25cfb48dec2567b0826cdb9f6eef4,SOCBSZW12AB01891C1,XRDS,256,Ritual Noise,Covenant,0,"aggrotech, cyberpunk, dark wave, ebm, electro-industrial, futurepop, industrial metal, swedish synth",0.663,0.795,5.0,-11.129,0.0,0.0448,0.044,0.443,0.239,0.497,128.017,audio_features,5fum2pFX6VMbBAGnGWUcrz,spotify:track:5fum2pFX6VMbBAGnGWUcrz,https://api.spotify.com/v1/tracks/5fum2pFX6VMbBAGnGWUcrz,https://api.spotify.com/v1/audio-analysis/5fum2pFX6VMbBAGnGWUcrz,300093.0,4.0
d50046ceb4db11dc162649a0da27733ff5194b47,SOAAAGQ12A8C1420C8,Orgelblut,1,Dolores,Bohren & Der Club Of Gore,2008,"dark jazz, drone",0.257,0.0031,9.0,-21.904,0.0,0.0446,0.819,0.89,0.117,0.0659,129.709,audio_features,69PD6UA92JMTJQOpe7sbqw,spotify:track:69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/tracks/69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/audio-analysis/69PD6UA92JMTJQOpe7sbqw,372853.0,3.0
1e93ab57208a575ad87872ff3a25c1743632d0a1,SOAAAGQ12A8C1420C8,Orgelblut,1,Dolores,Bohren & Der Club Of Gore,2008,"dark jazz, drone",0.257,0.0031,9.0,-21.904,0.0,0.0446,0.819,0.89,0.117,0.0659,129.709,audio_features,69PD6UA92JMTJQOpe7sbqw,spotify:track:69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/tracks/69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/audio-analysis/69PD6UA92JMTJQOpe7sbqw,372853.0,3.0
a0846981ab7c3d06cf1d966e7109774e306eb61a,SOAAAGQ12A8C1420C8,Orgelblut,1,Dolores,Bohren & Der Club Of Gore,2008,"dark jazz, drone",0.257,0.0031,9.0,-21.904,0.0,0.0446,0.819,0.89,0.117,0.0659,129.709,audio_features,69PD6UA92JMTJQOpe7sbqw,spotify:track:69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/tracks/69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/audio-analysis/69PD6UA92JMTJQOpe7sbqw,372853.0,3.0
6e8d4e7d986e077d334da41638e63b9030710141,SOAAAGQ12A8C1420C8,Orgelblut,1,Dolores,Bohren & Der Club Of Gore,2008,"dark jazz, drone",0.257,0.0031,9.0,-21.904,0.0,0.0446,0.819,0.89,0.117,0.0659,129.709,audio_features,69PD6UA92JMTJQOpe7sbqw,spotify:track:69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/tracks/69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/audio-analysis/69PD6UA92JMTJQOpe7sbqw,372853.0,3.0
0e2f6624a9205bbfec266299bdfcf01c1fbef6d9,SOAAAGQ12A8C1420C8,Orgelblut,1,Dolores,Bohren & Der Club Of Gore,2008,"dark jazz, drone",0.257,0.0031,9.0,-21.904,0.0,0.0446,0.819,0.89,0.117,0.0659,129.709,audio_features,69PD6UA92JMTJQOpe7sbqw,spotify:track:69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/tracks/69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/audio-analysis/69PD6UA92JMTJQOpe7sbqw,372853.0,3.0
ef90a7973482e7d656664ad918e3d52a19f08334,SOAAAGQ12A8C1420C8,Orgelblut,1,Dolores,Bohren & Der Club Of Gore,2008,"dark jazz, drone",0.257,0.0031,9.0,-21.904,0.0,0.0446,0.819,0.89,0.117,0.0659,129.709,audio_features,69PD6UA92JMTJQOpe7sbqw,spotify:track:69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/tracks/69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/audio-analysis/69PD6UA92JMTJQOpe7sbqw,372853.0,3.0
72feee7de3d0748a307e6fd684e0e8c2ef31f0c4,SOAAAGQ12A8C1420C8,Orgelblut,1,Dolores,Bohren & Der Club Of Gore,2008,"dark jazz, drone",0.257,0.0031,9.0,-21.904,0.0,0.0446,0.819,0.89,0.117,0.0659,129.709,audio_features,69PD6UA92JMTJQOpe7sbqw,spotify:track:69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/tracks/69PD6UA92JMTJQOpe7sbqw,https://api.spotify.com/v1/audio-analysis/69PD6UA92JMTJQOpe7sbqw,372853.0,3.0
a84204ad4906fb743c2f9e0da81ddbd1833ad1c5,SOAAAQN12AB01856D3,Campeones De La Vida,1,20 Años,Alejandro Lerner,0,,0.651,0.334,0.0,-10.475,1.0,0.032,0.307,0.0,0.31,0.398,119.911,audio_features,4Np9FpyxHlQwqI3FDcO8dV,spotify:track:4Np9FpyxHlQwqI3FDcO8dV,https://api.spotify.com/v1/tracks/4Np9FpyxHlQwqI3FDcO8dV,https://api.spotify.com/v1/audio-analysis/4Np9FpyxHlQwqI3FDcO8dV,153107.0,4.0
bbd6ad3fbb0132970f158a3b2b7c7c170855bf89,SOAAAQN12AB01856D3,Campeones De La Vida,1,20 Años,Alejandro Lerner,0,,0.651,0.334,0.0,-10.475,1.0,0.032,0.307,0.0,0.31,0.398,119.911,audio_features,4Np9FpyxHlQwqI3FDcO8dV,spotify:track:4Np9FpyxHlQwqI3FDcO8dV,https://api.spotify.com/v1/tracks/4Np9FpyxHlQwqI3FDcO8dV,https://api.spotify.com/v1/audio-analysis/4Np9FpyxHlQwqI3FDcO8dV,153107.0,4.0
880db7ef2aed280ba528f865648e52639652a423,SOAABMP12A6D4F7633,Goomba Boomba,1,Mambo! (World),Yma Sumac,1954,"exotica, lounge, space age pop",0.598,0.551,6.0,-7.944,0.0,0.0634,0.0622,0.227,0.17,0.344,85.502,audio_features,2WkBNtoTnXP4v3ejucCSh8,spotify:track:2WkBNtoTnXP4v3ejucCSh8,https://api.spotify.com/v1/tracks/2WkBNtoTnXP4v3ejucCSh8,https://api.spotify.com/v1/audio-analysis/2WkBNtoTnXP4v3ejucCSh8,179133.0,4.0
