user,song,title,play_count,release,artist_name,year,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
c0d0f3d0ba32de8484b652d94128544fd3c53921,SOUCHPA12AB0184B1A,Rain,1,Live In A Dive,Subhumans,1983,"anarcho-punk, crust punk, dub punk, hardcore punk, punk, uk82",0.373,0.94,6.0,-2.836,0.0,0.0382,0.00957,0.00403,0.315,0.645,91.893,audio_features,6dt97d9dlxakpIdj00YDYv,spotify:track:6dt97d9dlxakpIdj00YDYv,https://api.spotify.com/v1/tracks/6dt97d9dlxakpIdj00YDYv,https://api.spotify.com/v1/audio-analysis/6dt97d9dlxakpIdj00YDYv,192200.0,3.0
936097fe8825d568edf1174452e48dff98ea0d93,SOXIYTJ12A58A7BA4F,Salomé,1,Pequeño Cabaret Ambulante,Bunbury,1997,"latin alternative, latin rock, mexican rock, rock en espanol",0.548,0.725,5.0,-9.889,0.0,0.0475,0.041,0.000544,0.246,0.362,131.092,audio_features,5QBC3UYnPME8hWOBK8DwEm,spotify:track:5QBC3UYnPME8hWOBK8DwEm,https://api.spotify.com/v1/tracks/5QBC3UYnPME8hWOBK8DwEm,https://api.spotify.com/v1/audio-analysis/5QBC3UYnPME8hWOBK8DwEm,278533.0,4.0
93d2118f4e45dcc4005370b52e266eb229937fa4,SOCKSGZ12A58A7CA4B,Bleed It Out [Live At Milton Keynes],1,Road To Revolution: Live At Milton Keynes,Linkin Park,2008,"alternative metal, nu metal, post-grunge, rap metal, rock",0.252,0.955,1.0,-5.06,0.0,0.0731,3.07e-05,0.000648,0.865,0.141,139.835,audio_features,6jLGsYXIhfmWkqf0N3cxOF,spotify:track:6jLGsYXIhfmWkqf0N3cxOF,https://api.spotify.com/v1/tracks/6jLGsYXIhfmWkqf0N3cxOF,https://api.spotify.com/v1/audio-analysis/6jLGsYXIhfmWkqf0N3cxOF,495000.0,4.0
8fe87456d1b58572f0689439d372efb9c84ece73,SOYLFVE12A67ADA56D,Motownphilly,1,Legacy - The Greatest Hits Collection,Boyz II Men,1991,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary",0.754,0.857,2.0,-9.699,1.0,0.0605,0.0143,2.14e-05,0.278,0.785,114.144,audio_features,4LxIGAVfcQIw0zAQRyFhU8,spotify:track:4LxIGAVfcQIw0zAQRyFhU8,https://api.spotify.com/v1/tracks/4LxIGAVfcQIw0zAQRyFhU8,https://api.spotify.com/v1/audio-analysis/4LxIGAVfcQIw0zAQRyFhU8,235227.0,4.0
623f816ec8d8b2b4edc3b0a85d87b9cfdecf44c6,SONIEQI12AF72A9822,Atrévete te te,1,Calle 13 (Explicit Version),Calle 13,0,"latin afrobeat, latin alternative, latin hip hop, puerto rican rock, rap conciencia, reggaeton, rock en espanol",0.829,0.878,9.0,-5.951,1.0,0.101,0.0959,0.0,0.776,0.883,87.991,audio_features,1q8NdCAQ9QUjpYiqzdd3mv,spotify:track:1q8NdCAQ9QUjpYiqzdd3mv,https://api.spotify.com/v1/tracks/1q8NdCAQ9QUjpYiqzdd3mv,https://api.spotify.com/v1/audio-analysis/1q8NdCAQ9QUjpYiqzdd3mv,239307.0,4.0
16710dabe90cb15dc5e371663444de401ef618b1,SONQBUB12A6D4F8ED0,Angie,1,Jump Back - The Best Of The Rolling Stones_ '71 - '93,The Rolling Stones,1973,"album rock, british invasion, classic rock, rock",0.429,0.554,9.0,-6.128,0.0,0.0291,0.67,0.000152,0.105,0.407,136.302,audio_features,1GcVa4jFySlun4jLSuMhiq,spotify:track:1GcVa4jFySlun4jLSuMhiq,https://api.spotify.com/v1/tracks/1GcVa4jFySlun4jLSuMhiq,https://api.spotify.com/v1/audio-analysis/1GcVa4jFySlun4jLSuMhiq,272000.0,4.0
16710dabe90cb15dc5e371663444de401ef618b1,SONQBUB12A6D4F8ED0,Angie (1993 Digital Remaster),1,Jump Back - The Best Of The Rolling Stones_ '71-'93,The Rolling Stones,0,,,,,,,,,,,,,,,,,,,
beafd5b28fa3f1145524a3e181f343911b9ce3f0,SOINKKL12A6D22824F,Fuck The Pain Away,1,The Teaches Of Peaches,Peaches,0,"alternative dance, dance-punk, electroclash, escape room, neo-synthpop, new rave",0.904,0.944,4.0,-2.626,1.0,0.138,0.0339,0.00592,0.075,0.931,131.599,audio_features,0NWWDumjD2TCrR6iV6ZFgR,spotify:track:0NWWDumjD2TCrR6iV6ZFgR,https://api.spotify.com/v1/tracks/0NWWDumjD2TCrR6iV6ZFgR,https://api.spotify.com/v1/audio-analysis/0NWWDumjD2TCrR6iV6ZFgR,250693.0,4.0
c124d98f4952303b4b42495ada31cd3334e76354,SOZDMTT12A8C1326C3,Found A Cure,1,The Best Of Ashford And Simpson,Ashford & Simpson,1991,"classic soul, disco, funk, motown, post-disco, quiet storm, soul, southern soul, urban contemporary",0.745,0.759,3.0,-6.69,0.0,0.0534,0.0548,0.0967,0.0848,0.862,123.598,audio_features,1gND1zOlYtYgXdhRmpIOGJ,spotify:track:1gND1zOlYtYgXdhRmpIOGJ,https://api.spotify.com/v1/tracks/1gND1zOlYtYgXdhRmpIOGJ,https://api.spotify.com/v1/audio-analysis/1gND1zOlYtYgXdhRmpIOGJ,421040.0,4.0
a1e20aa818b1a4d818759c9847c195dfeb589925,SOMGYXK12A6701FDD5,I'll Find My Way Home,1,The Best Of Jon & Vangelis,Jon & Vangelis,1981,,,,,,,,,,,,,,,,,,,
