user,song,title,play_count,release,artist_name,year,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
a8611067d0302db3770aa613f4df76a0e9f83804,SOJGZXL12A6D4F2980,Dollhouse,4,Serpentine Gallery - Deluxe 2005 Edition,Switchblade Symphony,1995,"dark cabaret, dark wave, ethereal wave, gothic rock, industrial metal, industrial rock",0.479,0.636,8.0,-10.887,1.0,0.033,0.486,0.0785,0.193,0.459,175.834,audio_features,126K0Sc3hhF8aGBV2S9oh6,spotify:track:126K0Sc3hhF8aGBV2S9oh6,https://api.spotify.com/v1/tracks/126K0Sc3hhF8aGBV2S9oh6,https://api.spotify.com/v1/audio-analysis/126K0Sc3hhF8aGBV2S9oh6,248337.0,4.0
b503c67e7eee93444521de6481d98ddaa3e34721,SOVJEHL12A8C13B495,U R The One,3,8701,Usher,2001,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",0.762,0.796,5.0,-7.01,0.0,0.0699,0.00371,0.00859,0.359,0.926,109.037,audio_features,1JWd374FLuXj4ajrrwbkES,spotify:track:1JWd374FLuXj4ajrrwbkES,https://api.spotify.com/v1/tracks/1JWd374FLuXj4ajrrwbkES,https://api.spotify.com/v1/audio-analysis/1JWd374FLuXj4ajrrwbkES,236667.0,4.0
106312b6a3e4f686283e08648c3994b1c1ba4b8b,SOYXREU12A6D4F66E1,Goodbye Milky Way,1,A Posteriori,Enigma,2006,"downtempo, gregorian dance",0.429,0.523,3.0,-8.702,1.0,0.0265,0.122,0.0189,0.251,0.301,79.996,audio_features,5Rhr7nNJvWQEBUH6LFjvoQ,spotify:track:5Rhr7nNJvWQEBUH6LFjvoQ,https://api.spotify.com/v1/tracks/5Rhr7nNJvWQEBUH6LFjvoQ,https://api.spotify.com/v1/audio-analysis/5Rhr7nNJvWQEBUH6LFjvoQ,358027.0,4.0
87923c456168900fa424ce3b845b4b609e0ef3e1,SOJWPNH12A8C13F64A,Soil To The Sun,15,Cage The Elephant,Cage The Elephant,2008,"modern alternative rock, modern rock, pov: indie, punk blues, rock",0.527,0.935,7.0,-3.773,0.0,0.0368,0.00041,1.02e-06,0.135,0.61,131.034,audio_features,12d42Gsm7Ech6SfvDoe4Ea,spotify:track:12d42Gsm7Ech6SfvDoe4Ea,https://api.spotify.com/v1/tracks/12d42Gsm7Ech6SfvDoe4Ea,https://api.spotify.com/v1/audio-analysis/12d42Gsm7Ech6SfvDoe4Ea,197520.0,4.0
08d6b2c9e1be40f1cf48bf573c9692ce88eca025,SOIQOQT12A8C136F96,Pilgrim,1,Country Mouse_ City House,Josh Rouse,2007,,0.596,0.452,2.0,-11.042,1.0,0.0333,0.728,0.729,0.108,0.478,131.345,audio_features,6ZWMJpzOs5S20lmKiY8hR5,spotify:track:6ZWMJpzOs5S20lmKiY8hR5,https://api.spotify.com/v1/tracks/6ZWMJpzOs5S20lmKiY8hR5,https://api.spotify.com/v1/audio-analysis/6ZWMJpzOs5S20lmKiY8hR5,262200.0,4.0
9a5a209fe3511682fc7e6f5b5d2c07fa806db44f,SOMCYXR12AB01897B4,Hell Breaks Loose,2,Relapse: Refill,Eminem / Dr. Dre,2009,"detroit hip hop, hip hop, rap",0.57,0.883,10.0,-3.099,0.0,0.219,0.129,0.0,0.0949,0.911,78.887,audio_features,0FXfAepEmqVCMnvOpb8Hoj,spotify:track:0FXfAepEmqVCMnvOpb8Hoj,https://api.spotify.com/v1/tracks/0FXfAepEmqVCMnvOpb8Hoj,https://api.spotify.com/v1/audio-analysis/0FXfAepEmqVCMnvOpb8Hoj,244160.0,4.0
9a5a209fe3511682fc7e6f5b5d2c07fa806db44f,SOMCYXR12AB01897B4,Hell Breaks Loose,2,Relapse: Refill,Eminem / Dr. Dre,2009,"detroit hip hop, hip hop, rap",0.57,0.883,10.0,-3.099,0.0,0.219,0.129,0.0,0.0949,0.911,78.887,audio_features,0FXfAepEmqVCMnvOpb8Hoj,spotify:track:0FXfAepEmqVCMnvOpb8Hoj,https://api.spotify.com/v1/tracks/0FXfAepEmqVCMnvOpb8Hoj,https://api.spotify.com/v1/audio-analysis/0FXfAepEmqVCMnvOpb8Hoj,244160.0,4.0
53b3053be3a785a8e052815f36867402f4dc9931,SOWEHOM12A6BD4E09E,16 Candles,2,16 Candles,The Crests,1988,"doo-wop, rhythm and blues",0.548,0.332,10.0,-13.075,1.0,0.0285,0.824,0.0,0.302,0.653,114.671,audio_features,7u4cRwR5sdV874GRRLWXp7,spotify:track:7u4cRwR5sdV874GRRLWXp7,https://api.spotify.com/v1/tracks/7u4cRwR5sdV874GRRLWXp7,https://api.spotify.com/v1/audio-analysis/7u4cRwR5sdV874GRRLWXp7,172266.0,3.0
8230c4ae6663ce9a77af42e4d7beb9404f649a53,SOXAVRG12A8C13B199,This Place Is Haunted (Album version),1,How It Ends,Devotchka,2004,,,,,,,,,,,,,,,,,,,
4214b1f215b9a1a20a391ec7f49ad5d740d8423c,SOXDTMQ12A6D4FA12F,Haley (Album Version),2,Daylight,NEEDTOBREATHE,2006,,,,,,,,,,,,,,,,,,,
