user,song,title,play_count,release,artist_name,year,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
74f5fdba4cc3b59755a2da38fcc480da0728fae5,SOATQOD12A8159E8A6,The Equalizer,1,In The Morning,Junior Boys,2006,"alternative dance, balearic, canadian electropop, chillwave, hamilton on indie, indietronica, neo-synthpop, new rave",0.876,0.486,8.0,-9.036,1.0,0.052,0.0984,0.105,0.0757,0.543,129.987,audio_features,4B3a1PvHssNpdnDKrllBMb,spotify:track:4B3a1PvHssNpdnDKrllBMb,https://api.spotify.com/v1/tracks/4B3a1PvHssNpdnDKrllBMb,https://api.spotify.com/v1/audio-analysis/4B3a1PvHssNpdnDKrllBMb,301307.0,4.0
086a883867e5e4ac7c4373d6c14dc24b0712e014,SOATQXG12A6310E214,Control,1,Do No Wrong,Thirteen Senses,2004,,,,,,,,,,,,,,,,,,,
5166b7f857384699f70c1f2c4a4cb3f2aad0cdc1,SOATQXG12A6310E214,Control,1,Do No Wrong,Thirteen Senses,2004,,,,,,,,,,,,,,,,,,,
98cd8bf576bffd6566eca0800c956c73cc693066,SOATQYE12A6D4F8167,Shoulder Holster,1,Shoulder Holster,Morcheeba,1998,"downtempo, electronica, trip hop",0.609,0.905,8.0,-6.79,0.0,0.0357,0.00112,0.0498,0.0697,0.197,108.042,audio_features,6qJx0XycjCfHFXnWpmH8lO,spotify:track:6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/tracks/6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/audio-analysis/6qJx0XycjCfHFXnWpmH8lO,245093.0,4.0
b2ff779f72141806d4cfdbf9b441656447c59c75,SOATQYE12A6D4F8167,Shoulder Holster,1,Shoulder Holster,Morcheeba,1998,"downtempo, electronica, trip hop",0.609,0.905,8.0,-6.79,0.0,0.0357,0.00112,0.0498,0.0697,0.197,108.042,audio_features,6qJx0XycjCfHFXnWpmH8lO,spotify:track:6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/tracks/6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/audio-analysis/6qJx0XycjCfHFXnWpmH8lO,245093.0,4.0
1b74d3f1536d63e315254e2ea7bb6d90298bb968,SOATQYE12A6D4F8167,Shoulder Holster,1,Shoulder Holster,Morcheeba,1998,"downtempo, electronica, trip hop",0.609,0.905,8.0,-6.79,0.0,0.0357,0.00112,0.0498,0.0697,0.197,108.042,audio_features,6qJx0XycjCfHFXnWpmH8lO,spotify:track:6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/tracks/6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/audio-analysis/6qJx0XycjCfHFXnWpmH8lO,245093.0,4.0
2d9aa0a0e249abcc404414a933505458989f1971,SOATQYE12A6D4F8167,Shoulder Holster,1,Shoulder Holster,Morcheeba,1998,"downtempo, electronica, trip hop",0.609,0.905,8.0,-6.79,0.0,0.0357,0.00112,0.0498,0.0697,0.197,108.042,audio_features,6qJx0XycjCfHFXnWpmH8lO,spotify:track:6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/tracks/6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/audio-analysis/6qJx0XycjCfHFXnWpmH8lO,245093.0,4.0
ebaffc8711f9764e3c8dfa7f5f67c4ad8d5df7fe,SOATQYE12A6D4F8167,Shoulder Holster,1,Shoulder Holster,Morcheeba,1998,"downtempo, electronica, trip hop",0.609,0.905,8.0,-6.79,0.0,0.0357,0.00112,0.0498,0.0697,0.197,108.042,audio_features,6qJx0XycjCfHFXnWpmH8lO,spotify:track:6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/tracks/6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/audio-analysis/6qJx0XycjCfHFXnWpmH8lO,245093.0,4.0
88d0db39ff9b66546a7eb0ca7d6e7268500a9ae2,SOATQYE12A6D4F8167,Shoulder Holster,1,Shoulder Holster,Morcheeba,1998,"downtempo, electronica, trip hop",0.609,0.905,8.0,-6.79,0.0,0.0357,0.00112,0.0498,0.0697,0.197,108.042,audio_features,6qJx0XycjCfHFXnWpmH8lO,spotify:track:6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/tracks/6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/audio-analysis/6qJx0XycjCfHFXnWpmH8lO,245093.0,4.0
2402a38237d61750a6a704996aa46bcb9315fdaa,SOATQYE12A6D4F8167,Shoulder Holster,1,Shoulder Holster,Morcheeba,1998,"downtempo, electronica, trip hop",0.609,0.905,8.0,-6.79,0.0,0.0357,0.00112,0.0498,0.0697,0.197,108.042,audio_features,6qJx0XycjCfHFXnWpmH8lO,spotify:track:6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/tracks/6qJx0XycjCfHFXnWpmH8lO,https://api.spotify.com/v1/audio-analysis/6qJx0XycjCfHFXnWpmH8lO,245093.0,4.0
