user,song,title,play_count,release,artist_name,year,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
a4344a89479cfb728f27987baaca977d2cfda016,SOMDVSE12A67020645,Nobody Puts Baby In The Corner,1,From Under The Cork Tree Limited Tour Edition,Fall Out Boy,2004,"emo, modern rock, pop, rock",0.528,0.94,0.0,-4.186,1.0,0.0588,0.000549,0.0,0.326,0.651,101.588,audio_features,6HJzCcSMggn7Ultxs48dAe,spotify:track:6HJzCcSMggn7Ultxs48dAe,https://api.spotify.com/v1/tracks/6HJzCcSMggn7Ultxs48dAe,https://api.spotify.com/v1/audio-analysis/6HJzCcSMggn7Ultxs48dAe,200747.0,4.0
7a8ba6482737ad310181c256cbe67ec308928bb3,SOKEUHU12A6D4F850F,You Are My World,8,Communards,The Communards,1985,"hi-nrg, new romantic, new wave pop, sophisti-pop, synthpop",0.533,0.805,7.0,-7.039,1.0,0.0336,0.204,5.75e-06,0.843,0.492,112.193,audio_features,6CwOBwOq7qoAizkSFePSjq,spotify:track:6CwOBwOq7qoAizkSFePSjq,https://api.spotify.com/v1/tracks/6CwOBwOq7qoAizkSFePSjq,https://api.spotify.com/v1/audio-analysis/6CwOBwOq7qoAizkSFePSjq,267547.0,4.0
1ff3db4613a46a25654e92d7e613907e3e7ad21e,SOGUXXP12AB017FD58,Happier,3,Bomb In A Birdcage,A Fine Frenzy,2009,"acoustic pop, lilith, neo mellow",0.53,0.501,5.0,-5.22,1.0,0.0273,0.151,1.33e-06,0.163,0.394,144.288,audio_features,6U5WxUcdjsRs7vh6xxokaX,spotify:track:6U5WxUcdjsRs7vh6xxokaX,https://api.spotify.com/v1/tracks/6U5WxUcdjsRs7vh6xxokaX,https://api.spotify.com/v1/audio-analysis/6U5WxUcdjsRs7vh6xxokaX,210107.0,4.0
c19a3f8bc672da31df1cf343c79f1c8760fc7feb,SOLMNOR12AB0182CD8,Float On,1,Kidz Bop 7,Kidz Bop Kids,2005,children's music,0.74,0.723,6.0,-7.396,1.0,0.0384,0.0336,0.0,0.151,0.733,100.985,audio_features,1ZFn4TAgw5It4hTU4uarzs,spotify:track:1ZFn4TAgw5It4hTU4uarzs,https://api.spotify.com/v1/tracks/1ZFn4TAgw5It4hTU4uarzs,https://api.spotify.com/v1/audio-analysis/1ZFn4TAgw5It4hTU4uarzs,207933.0,4.0
f8614d4c2abebd50d97ca0d708bd178059538f9b,SOYYEKO12AB017CA2B,Out On The Ocean,2,Circles Around Me,Sam Bush,2009,"bluegrass, jam band, jamgrass, mandolin, progressive bluegrass",0.584,0.733,11.0,-7.204,1.0,0.0313,0.467,0.00611,0.184,0.966,123.813,audio_features,2jeYLWR1sTnWYIAFeay95R,spotify:track:2jeYLWR1sTnWYIAFeay95R,https://api.spotify.com/v1/tracks/2jeYLWR1sTnWYIAFeay95R,https://api.spotify.com/v1/audio-analysis/2jeYLWR1sTnWYIAFeay95R,174760.0,4.0
5df8213574a65fcc1e5701584ee80aeb1753eeff,SOAHUHV12A8C136FC4,Side Kick,1,Punk-O-Rama 2,Rancid,0,"punk, ska, skate punk",0.44,0.913,0.0,-7.944,1.0,0.134,0.0166,0.0,0.189,0.663,136.692,audio_features,3tNYGRRCSU9wot9lXdX8Rh,spotify:track:3tNYGRRCSU9wot9lXdX8Rh,https://api.spotify.com/v1/tracks/3tNYGRRCSU9wot9lXdX8Rh,https://api.spotify.com/v1/audio-analysis/3tNYGRRCSU9wot9lXdX8Rh,121030.0,4.0
7800192904aae3056767795e3f86e4c75a562f4f,SOJZPYH12A58A7A554,Real Child Of Hell (LP Version),14,Under The Big Black Sun,X,0,,,,,,,,,,,,,,,,,,,
02bdd3d2111b717dba3beae1c8c724d27eacb81c,SOIASJQ12AC468AF65,Hasta siempre,8,Tu Querida Presencia,Varios,0,,,,,,,,,,,,,,,,,,,
31547c669d18f493c67458ba12078065a891733f,SOHANBK12A8C13F96C,Total Eclipse Of The Heart,1,Steel Box Collection - Greatest Hits,Bonnie Tyler,1982,"europop, new wave pop, soft rock",0.431,0.723,8.0,-5.887,1.0,0.0568,0.145,0.0,0.374,0.19,130.141,audio_features,7wuJGgpTNzbUyn26IOY6rj,spotify:track:7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360.0,4.0
4454cfb71e6f2ca0c446500570dbd55d5418a015,SOXDMBA12AF729B611,Rec-Room Therapy,1,The Big Doe Rehab,Ghostface Killah / Raekwon / U-God,2007,"east coast hip hop, hardcore hip hop",0.714,0.749,0.0,-6.693,1.0,0.355,0.0257,0.0,0.368,0.609,171.894,audio_features,4qwSbKAEoeTNwMBz155VVh,spotify:track:4qwSbKAEoeTNwMBz155VVh,https://api.spotify.com/v1/tracks/4qwSbKAEoeTNwMBz155VVh,https://api.spotify.com/v1/audio-analysis/4qwSbKAEoeTNwMBz155VVh,192413.0,4.0
